time,thrust,pressure,fuel_flow
0,0.16797979290566262,0.19345886483293262,0.0
1,13.006215690657644,16.222068064955117,0.8230652751247788
2,23.332220847764955,28.893593563960206,1.4395037534358794
3,37.06533161434099,46.43791956366002,2.3274019468871
4,47.462391615391205,59.5252454644727,2.983382030597621
5,60.00780733738286,74.59919057449542,3.7256153485535113
6,72.94555009260813,91.3216647725688,4.560746045730097
7,84.59735119742233,105.668705324106,5.280362895989892
8,94.78617244082022,118.77705971442977,5.9396808475840155
9,109.04332077989281,135.8780642651384,6.785316886747841
10,119.06859412231191,148.6112046152594,7.433856404520638
11,119.5064070236913,149.19914347199463,7.463238749182023
12,118.71459281118248,148.3520732295564,7.429102792316121
13,120.03381398866527,150.2480393004915,7.516534042714648
14,119.855784085747,150.0329374121542,7.494420414523063
15,118.49542280049819,147.89734682341495,7.389976976764312
16,119.16994998301845,149.22639776072694,7.460382110815297
17,119.59120929661147,149.53154790351152,7.473310981002628
18,120.47550151364419,150.7244822165495,7.545979728031926
19,119.4972795482795,149.36026057825558,7.474365782371319
20,120.94034411034104,150.9897050423403,7.556216904880999
21,119.95617965910782,149.5695461905327,7.484800052939022
22,118.61576821700987,148.08105992782637,7.413384671643947
23,120.71571465386937,150.696929833697,7.533371109216313
24,122.6506831516724,153.23530411591872,7.657778074951054
25,120.32178445187013,150.5790113026365,7.533285862296435
26,119.82040508551817,149.859094577459,7.479245308103446
27,121.70564028249488,152.33664615525183,7.640015079166846
28,119.7036502666848,149.9163585793135,7.509457888388981
29,119.19573089744988,148.91143239256579,7.44753767212382
30,119.08904596729768,148.69995347229246,7.435275816120657
31,118.23376453592569,147.51130696884306,7.3799681766375445
32,119.17723205360535,148.96303498040436,7.438103888085728
33,119.48683563857908,149.18871552532653,7.459013549160325
34,118.68809738288722,147.76472305307018,7.3861662347617125
35,119.72883730956416,149.83559860704315,7.4940890676938805
36,121.64606615134143,151.50421870118134,7.585445243394929
37,119.02872157128812,149.21564131712492,7.465888236470953
38,121.24746690885546,151.22384014113234,7.551243672939702
39,120.75194552125552,150.90637558909557,7.5500976375901185
40,120.38560970309375,150.20328616280233,7.502871718436762
41,118.17381911288653,147.86184040692189,7.402272446605579
42,119.2778677455522,149.34624930517495,7.455857734271581
43,124.50809032884916,154.7898939437431,7.730370108759527
44,118.28678125562088,147.95457457841982,7.3929098677594745
45,119.59340219000998,149.4894081890199,7.460275536263187
46,118.77719269850688,148.62430561689843,7.416903879237349
47,121.72108140989465,151.8901883073746,7.596766739087018
48,119.6854155629112,149.3611165069421,7.4678825123848025
49,119.3311218191815,148.59211661476357,7.4160165281836905
50,119.47633349413412,149.82966269161372,7.4997812734232285
51,118.33629911014417,147.99332809389685,7.4091026691848025
52,118.30775221663748,148.05582796246347,7.422941078945283
53,117.7878956461332,147.25490749108687,7.370537714996248
54,120.3141204578606,150.57594725731656,7.520737115022134
55,118.922293611365,148.7699974680516,7.453295073147134
56,118.52118518861047,148.1011596748917,7.417198118425496
57,121.75459999667407,152.21580162523878,7.614609937678965
58,120.44448841880894,150.56412427688466,7.512155459401868
59,120.62382771660309,150.81760360433086,7.5460136951840875
60,120.31525300753212,150.46213661490464,7.532860747659729
61,121.25453139495264,151.31893257269064,7.569434648879689
62,118.07094839228492,147.40858029781634,7.3646163213451405
63,120.41735609731046,150.75380239078615,7.534429297664705
64,120.63189685251302,150.44440006903204,7.537109631196813
65,118.22909349610994,148.3628402546592,7.417307835747377
66,119.10834186168567,148.36158768095433,7.424539947335158
67,118.95617046232822,148.7034803243981,7.435303840916262
68,118.46637697910012,147.63334737106413,7.3956123725953224
69,118.49225140872561,148.23044978743798,7.429066596605386
70,117.51354557068204,147.16661482591346,7.362411882818924
71,119.40909654093417,149.1704224311892,7.45652143659557
72,120.060682139952,150.1753764855103,7.52431075325119
73,119.26116561285988,148.71494469869745,7.41926095129072
74,119.1873397030054,149.16217592475545,7.484324634337559
75,120.8035943748997,150.88983183604677,7.555468353990247
76,118.85862258345313,148.5189115389505,7.4191201534348945
77,121.4343227505505,151.95839108876862,7.603212694748544
78,120.75869648943939,150.80112704757664,7.542708742942336
79,118.6905298865116,148.40244018581222,7.4218905874904895
80,121.63880797913873,151.8309470361534,7.603217672667449
81,120.45101129669457,150.0284745452241,7.507058200767728
82,120.08441749428694,149.7320213893491,7.487592859359329
83,118.97475843101935,148.78494473751797,7.434056157192358
84,118.09086592420589,147.89227172541132,7.4204756748502465
85,118.02190149573661,147.68792782092967,7.372350798334949
86,119.39824485586985,149.06367930401535,7.43698925191895
87,121.77301016921231,152.52163202769978,7.603543370283749
88,122.62371009245558,153.00169348575793,7.668598127981154
89,117.50013298846105,146.7876709684752,7.319050005987137
90,118.68798264914697,148.45116506582679,7.42932474755134
91,120.1187253753232,149.79475559817925,7.481935113004824
92,119.62483090209386,149.78137890644234,7.472730779868698
93,120.03623161984943,149.74820312643354,7.478246912256153
94,121.31775757347678,151.80278683582128,7.590513746671853
95,117.80047654621787,147.23867731457213,7.36727791972798
96,119.147812257583,148.75939812666428,7.42241501910209
97,120.44229850912649,150.81314877504437,7.5225655651230126
98,120.53652221231873,150.59345236467365,7.526406044956226
99,120.9079755375516,150.4179492479133,7.5381321484206
100,120.62902143280367,150.94380959606005,7.5685587233796
101,120.86900673453648,151.17856068127875,7.547498954412301
102,119.82714784165722,150.03850760244703,7.510309269507909
103,120.83373201893065,151.0007021087755,7.545429407571982
