time,thrust,pressure,fuel_flow
0,0.2142605076233776,0.0,0.0
1,10.79515613116562,13.689076117281681,0.6864785898905846
2,21.97894533397439,27.43685052654415,1.3739607701241092
3,36.853388362268085,46.213687441421285,2.3046229296498404
4,49.27276329850469,61.11996032954379,3.0541732256522134
5,61.0705200292996,76.15894024198735,3.8335012074965067
6,70.84190735631212,88.55434136413892,4.422243352586835
7,82.90745277316819,103.83511961732324,5.194433650474723
8,96.32652685985965,120.33139753697156,6.0162244727809
9,109.2729688820755,136.00570572268552,6.7953022630253255
10,118.51406339593346,148.27826241147986,7.426371813308298
11,119.31484907149434,149.20503578089622,7.466344046388916
12,121.32149868636095,151.6953747846154,7.5645510297960525
13,119.1172607792186,149.0109534846151,7.463052012667262
14,119.91108054122525,150.01855200614912,7.519934769796597
15,119.17111813629212,148.51821517389945,7.42635268177295
16,120.04141020534917,149.8573013641497,7.498893096840679
17,119.07198460344624,148.96983876667193,7.459718035354773
18,120.61005664025451,150.66959970471476,7.541750999227733
19,118.12594586005099,147.56665577445466,7.36162791950018
20,119.96353302602598,149.48906256625227,7.47434036751392
21,121.30386299661923,151.099228809587,7.5525271236125535
22,120.93398679472257,151.03695214708554,7.550551787968603
23,119.43652326387081,149.25901283675353,7.460060990262583
24,119.63906290622468,149.55353629354016,7.471546261073085
25,119.92287919606481,150.01164526760203,7.506021229488787
26,121.06811866513071,150.8681807292017,7.546027383363178
27,119.01907221176955,148.5646782890593,7.4290351570934465
28,119.41550612142012,149.03288258170244,7.4571764659104645
29,117.08964821314065,146.2998087409182,7.305279072175418
30,117.32928569004945,146.63921151499824,7.32832411321765
31,118.91370307302613,148.61420482246788,7.441671781419262
32,119.87895415325494,149.99872675633853,7.49975634176883
33,119.73890997097581,149.57552395025868,7.480192297177943
34,119.89964445663448,149.9019194213422,7.4835010355066025
35,120.66709653585264,150.98046836961586,7.560601827785197
36,120.9734679952217,151.28611005179934,7.55822198944116
37,120.61082684741235,151.00680035146357,7.545160518571114
38,118.51868140168847,148.34997998520248,7.420630560241122
39,119.0961911594326,148.9250498984694,7.448180269348298
40,119.68504715070176,149.71683336087813,7.492687299425178
41,122.86970082398649,153.1983336562295,7.659537996644522
42,121.72687739616633,152.13828691595154,7.59653266558098
43,119.17704813561336,149.04936227530789,7.457007458762435
44,120.58834839188157,150.57500875334262,7.541130565598485
45,119.9988296347344,150.06788153063567,7.50231054258628
46,122.02206971343509,152.23748399456196,7.602063436405539
47,120.98829827820161,151.76924024115667,7.590365757590643
48,120.64007415692288,150.99032998970856,7.554691295318109
49,118.40339210280996,147.94666278957226,7.379703159958524
50,115.54671157046661,144.4825047763454,7.232002166055964
51,120.53329545132061,150.21481223773696,7.5117292137026315
52,118.62149665578546,148.62313694714643,7.4312761874677005
53,118.69039869285413,148.82309271773755,7.439879611998837
54,120.09915960769818,149.91511935764092,7.493967960534977
55,121.62006822242753,151.72962031909333,7.578629340867519
56,121.20971439659091,151.08931931958438,7.542030817578411
57,121.08468173177991,151.38354880140275,7.56959299992101
58,120.04665842676317,149.9031791311391,7.4908926416507065
59,118.12803852662316,147.76283636965724,7.401128472205842
60,118.59895230094754,148.65056983662674,7.421503784949661
61,119.96419094339026,149.62318414611218,7.485039784448231
62,122.43992737184584,153.20375450963436,7.657853151136597
63,119.3490274034362,149.2453523092302,7.464095356627298
64,118.24155218680244,147.80171224516835,7.397167617106732
65,120.09624645247827,149.92749014708284,7.499722764354607
66,121.04399478114303,151.30402445192905,7.554811040517894
67,121.44106022052858,152.06352685109889,7.610815713773208
68,120.72883331140525,150.7627111125935,7.526086265364643
69,119.83814749129537,149.71765468689134,7.491789489240778
70,120.5158906704145,150.46098196433428,7.5213130417495
71,120.86714217279597,151.17458110681326,7.573388263999279
72,119.28287943340116,149.03514986774383,7.458515139850519
73,120.44298024617088,150.37965816712432,7.524919528421102
74,121.83263273612717,152.1281524882127,7.601842014764501
75,120.56784462063614,150.91929117979095,7.556753599838356
76,121.0729660673959,151.00209433752389,7.551097640294772
77,121.67521698634309,152.12276782056855,7.604478458750434
78,117.84343440410494,147.12967058089086,7.360581646473435
79,122.53182519192157,153.28379038614483,7.655924191321596
80,120.1313815846204,150.37370618516812,7.521007831617981
81,102.49589866687768,128.24307332877092,6.398117070789007
82,86.52010437147776,107.84163678394494,5.392607221758072
83,67.31445082381656,84.36479166129446,4.209041517454642
84,50.65387206611329,63.13945432565043,3.141387158803119
85,34.05503379486238,42.80619232705263,2.1487384178983047
86,16.70300906253057,20.970613400051526,1.059492082060814
87,0.039859637711151086,0.0,0.01366967183881751
