time,thrust,pressure,fuel_flow
0,1.5859138461988178,1.8360449711201987,0.09435496819805242
1,12.055790061501781,15.284857244900781,0.7660821693162613
2,25.18174432520639,31.539597265994885,1.5745467830058861
3,36.349542571455814,45.465178503453075,2.2473434132243297
4,47.66763969306682,59.43082646612633,2.973873472210635
5,60.380454973373276,75.58617949580028,3.7685413563798753
6,71.87939685748795,89.8257253400877,4.4985154082904915
7,83.17406180713967,103.98806810268772,5.196914907535381
8,95.17412895709163,119.52397083159677,5.968020913788305
9,109.82220886721166,137.23674303713767,6.8629813137785565
10,120.33316429129115,150.30375643284867,7.514325816619825
11,119.49290772825924,148.99748652979446,7.460158250072434
12,120.06313699161277,150.03938673647497,7.497316334908666
13,120.54837672362243,150.36937537213865,7.526974446022446
14,121.84562506572222,152.33629934711337,7.633785410094442
15,119.3522497227856,149.6086673777558,7.482971603493039
16,119.36012490031796,149.05677526761585,7.439240850303361
17,120.0541700869223,150.2602780437189,7.497351671590738
18,119.63732765412965,149.3941167093362,7.471102496711134
19,121.21568972021268,151.96839060263096,7.580012818202302
20,120.29970455998742,150.55808455758591,7.530233085835095
21,119.04441033023033,148.80205174900712,7.440089886305597
22,119.17502316686529,148.85365988395137,7.445332246350202
23,118.85124516417028,148.59510756797388,7.430827299605893
24,119.75196167774753,149.56450401302104,7.478702206888137
25,120.12591942740879,150.13025159387644,7.509170709680951
26,119.85537744479316,149.8771513315592,7.498069215511731
27,119.26406135958662,149.18660337083654,7.444740703959792
28,118.74936125162519,148.78935507691816,7.440397037211836
29,118.32248015803194,148.14359006649437,7.397367953945275
30,119.90674938102681,149.38343431092878,7.482791361503344
31,118.86983246156784,148.5011987372425,7.434379329413049
32,118.56909321596028,148.21096888512125,7.407885280323429
33,119.5002850890366,149.03486514599732,7.4470463336545825
34,117.8273894016707,147.17019824385827,7.363567124240207
35,121.35343998674257,151.62403924829337,7.581284350936826
36,120.27188781818755,150.27022157718054,7.508658134034664
37,119.94727785038774,149.6277343277707,7.484767974539181
38,120.51210907299436,150.82127888742656,7.551577784514488
39,121.59792718656598,152.30592307657602,7.630348465720764
40,119.45886468971108,149.48381914974973,7.472644134132034
41,118.09770954377882,147.46341549910753,7.374236489461329
42,118.77662032689052,148.57050283594438,7.4263110714555935
43,120.43261523468995,150.81075180925467,7.539517681014338
44,120.59215508910702,151.0825341600357,7.555185679637792
45,119.22111145809785,149.30152831312975,7.475747861442875
46,120.21731581660651,150.35375212754346,7.521416357735244
47,120.51655780497154,150.58408767373305,7.508114117604181
48,122.67201936086823,153.41071844951176,7.663567679385245
49,121.06066167721482,151.45193771694935,7.578494622344692
50,121.51616661779724,151.76601434281315,7.580217454639588
51,119.60322931624974,149.0950436203265,7.451596861397375
52,119.7529991952135,149.4781938493289,7.480715788729121
53,120.24827786534256,150.30425175426362,7.514211984105881
54,118.4239528425467,148.15070148595484,7.41208120074941
55,117.95291574822883,147.22535084849852,7.339141098768865
56,120.65977316579118,151.38111590118723,7.562532730434663
57,118.4500761593217,147.66085062369248,7.387779032119951
58,141.15184222818596,176.12580213880628,8.796324018926548
59,98.27866034881116,122.93378858943271,6.165132179210651
60,120.29493996199496,150.14974833922042,7.5058684457093445
61,140.53995835112525,175.69943942983664,8.78149988651632
62,98.24187186984386,122.38164948188904,6.127755901040341
63,118.95654730325862,148.80364069174743,7.46239523339179
64,139.2078216489611,174.18523736052,8.717933561944193
65,98.34548616886676,122.72760101613767,6.1418371236120946
66,120.63019756400824,150.42636717937827,7.519132244958349
67,140.0279522374492,174.9513983627399,8.746791445398147
68,97.54628821384769,122.4235947368945,6.133449983795305
69,120.11196151349827,150.20730760082208,7.518301105212041
70,139.7629854615703,174.94265411924223,8.769781594397854
71,99.33067795380927,123.72874591202103,6.175857578390422
72,119.96400495876311,149.75768164318308,7.481743221569925
73,140.98495392384794,176.44828728576135,8.813610413023461
74,98.65443033320366,123.87891361459397,6.204097203045492
75,119.15433580866355,148.68869104734793,7.45313883182405
76,141.7034748059365,177.03587391103602,8.87037886671566
77,98.13392420450678,122.93683198689851,6.139264016941415
78,120.0874161814085,150.14371080161445,7.503488300389982
79,140.74209630620246,176.20297423564108,8.808124059705209
80,99.4939283904446,123.99927256704605,6.192675545339981
81,117.06210661365637,146.67567732446344,7.3301459657975645
82,141.1384814490982,176.16924254244776,8.808062170042685
83,99.22220759568042,123.71830976720004,6.189625352797989
84,118.47222897957025,148.10246367595758,7.398002027866491
85,142.57489859246877,178.20116431916585,8.900824338952498
86,101.70215374468872,127.12275419211709,6.361457483260909
87,119.74392482202079,149.37875383271822,7.463531873185288
88,139.53692962852605,174.138203221296,8.719543021299879
89,96.58323690250255,121.14888590427245,6.055206352056386
90,122.41151166344186,152.95299058422088,7.642833489548397
91,142.304080141013,177.75424696738537,8.882964262103451
92,99.524082467906,124.32067520837191,6.216219495190608
93,119.03004809046297,148.65203782903356,7.436182299413181
94,140.0422193223309,174.972908083092,8.749005575144643
95,101.25740071340834,126.28624525639151,6.308364274989773
96,119.89436189202704,149.8629949111688,7.501511295714946
97,140.4868689834354,175.6934884878253,8.792420637944895
98,80.94375667641557,101.04442709695071,5.0538683486768035
99,85.06043356321419,106.08537588191814,5.296205504265093
100,90.65024236321526,113.27770662946399,5.657572047991296
101,29.808829417884613,36.887849354273825,1.8391959636950495
102,34.046508040317974,42.71555868623677,2.1326003440155814
103,37.43330816928565,47.04328923340895,2.359055744039124
104,0.06837749146650546,0.0,0.005068016523350561
