time,thrust
0,102.01387287181673
1,101.68635835961909
2,102.0515176353446
3,100.40946744783942
4,94.9948563276865
5,98.48884651419756
6,99.90366225491532
7,102.43455954617136
8,102.28494243873043
9,100.61225513272493
10,101.04023486006827
11,97.47514826578941
12,101.36707444053795
13,100.31125973486843
14,99.25058668480106
15,97.78116118307834
16,96.16659483640963
17,100.63687625214232
18,103.4514442710851
19,103.79266220159722
20,101.96578725310626
21,102.77665431970101
22,100.70328551316275
23,97.50629900967431
24,101.59151463403845
25,99.65882277689967
26,97.83420550083997
27,100.62299633620624
28,97.32752981029618
29,100.81952201037436
30,100.38062044584336
31,105.69702129851088
32,100.24596965023629
33,101.03557788859644
34,99.20847108422912
35,101.27355645767751
36,96.90688463206115
37,99.41979581583645
38,102.69642342405191
39,98.32506507943393
40,98.97210234656185
41,101.32404163547307
42,101.5993424884828
43,100.39320130274263
44,97.98431050406266
45,97.12501419754481
46,99.91259645374822
47,99.73973434286539
48,98.84808344868843
49,99.78836188705213
50,100.66699280071302
51,104.68470770157774
52,99.73242466383758
53,102.9807186706166
54,101.91074553136085
55,97.05522633329873
56,97.67759371102633
57,100.36204254679112
58,101.41992865665283
59,95.8136978248864
60,98.4003527358531
61,97.49341790748684
62,102.21871729619753
63,98.12332652469658
64,97.86024309546173
65,99.02064896212367
66,2.804783133077591
67,1.5703943966247258
68,0.8617303554806443
69,-0.5212469338007019
70,2.520491201663664
71,0.7107222478301557
72,1.4643639143945921
73,-2.0361894983529685
74,-0.8413441135109296
75,0.2253753982450625
76,2.7356424896675056
77,0.036648261595288875
78,2.20666512333757
79,2.702418296416897
80,1.53970665154672
81,-1.5526795582480903
82,2.0389178525840927
83,1.3972511493696957
84,0.3136760503827388
85,-3.0950095611763833
86,3.320981442890568
87,0.21665662137865185
88,0.23496744102018202
89,-0.09373386603805763
90,1.7005882205170357
91,1.3692806829004391
92,0.2967390695681051
93,0.8518294780337257
94,3.854470026597239
95,-0.8906792816525569
96,1.5075108285758119
97,2.551915121229248
98,-0.037834685908008016
99,1.6691512963734292
