time,thrust
0,101.75339646281739
1,98.73340854506348
2,98.41598072801588
3,99.74554004348906
4,99.57181252380624
5,103.42239596776642
6,100.21095568950746
7,99.482696714217
8,99.99853984333382
9,101.7872551662637
10,98.13057539997881
11,98.10056518004374
12,98.43661799339401
13,97.85840479164266
14,99.09717455770888
15,101.1128790139248
16,99.24296420575766
17,98.91903970620622
18,98.97016655056979
19,96.63435270110847
20,99.20434358624262
21,104.91270318689826
22,101.16689321827054
23,101.52977819997517
24,101.34172809756757
25,98.34826438066786
26,0.20997014368848232
27,-1.9769130124189227
28,0.07202715000252116
29,2.9182515811289327
30,1.262052397803308
31,-1.8182001814581632
32,-1.0567666076646134
33,0.29635543022238553
34,-0.1286830867509033
35,2.5396402753502314
36,3.4764548937529587
37,-1.8046504739301106
38,2.3010987680320114
39,-7.097725734445317
40,-3.4446248596896254
41,2.046590027591658
42,-0.06455705604277397
43,-0.5925642691724065
44,-0.06428388408572908
45,0.5779904284175659
46,-0.6630577452161731
47,2.0890587962147054
48,2.7422656177365092
49,-1.5879765351613488
50,0.12957342015326265
51,2.7695333921981184
52,1.612828611418891
53,0.5141036739054209
54,-1.6834044454261003
55,1.603194308375291
56,-1.1231421237162287
57,3.8896274943127263
58,2.8931670893495
59,-3.404387447133384
60,0.6736836901190029
61,-0.48222442634915297
62,0.9491538552430877
63,-1.098281442366156
64,1.0454407790883302
65,-2.465199782088874
66,2.262615832458039
67,-0.2581312730214624
68,1.908987052620103
69,2.2851215983154107
70,-0.1542592709435397
71,-2.097105689577185
72,2.0063161678061077
73,5.1496670044018655
74,1.3536509595871804
75,0.8924646114016836
76,2.4488109818101176
77,-0.2393254184001195
78,1.1386008293680512
79,-2.2104472485087565
80,-1.1539046097338808
81,0.11917048928703737
82,-2.374668683026446
83,-2.549080446860646
84,1.0480474293309736
85,-0.9738737635436858
86,-0.22640976175072572
87,-0.5715103466253013
88,1.7860480808321895
89,-0.8107646296048919
90,1.7137442641592222
91,1.2726470716011742
92,1.7912093837884715
93,-6.598411072004607
94,4.002528134843694
95,2.229610348507557
96,1.3662926686385735
97,-2.272914148330392
98,-0.9903025007369335
99,3.96158107115902
