time,thrust
0,97.82045437428063
1,98.17469842977665
2,100.87847266090004
3,99.09747651711986
4,98.28719753081187
5,95.74005449478688
6,99.00389332585421
7,97.97301817366404
8,100.16650332096347
9,102.96961239763195
10,101.70403492989475
11,103.89839417032802
12,97.0431782217641
13,98.67478253905541
14,98.46386183371524
15,96.46173074279879
16,100.71929998975003
17,98.0227290811304
18,99.16403870897605
19,98.34868664013327
20,101.34449060568187
21,100.30295779760073
22,99.71111703679676
23,101.07078936851401
24,100.15665034575402
25,97.4228815863182
26,104.07165083000899
27,99.57572144332633
28,97.55322290800925
29,100.92060417720812
30,99.61786600828357
31,100.83701106461479
32,104.97891854935877
33,97.45787100001967
34,101.34015516577325
35,100.50705130097215
36,97.5249265101617
37,101.76288718058868
38,99.08215604345382
39,98.88461699908794
40,101.85344895340769
41,100.85239317753866
42,100.18834464919244
43,96.26416504964618
44,102.02311028223511
45,100.18100331672056
46,98.88797584087219
47,102.00160597155636
48,98.53370367179654
49,101.09112753497355
50,101.10432654128739
51,98.16992509979048
52,99.57943982316391
53,96.27521174672333
54,96.05911517763367
55,101.45810243381104
56,98.88622221580384
57,98.46878901895775
58,98.30420494550302
59,101.00180733748583
60,98.37780142149941
61,101.22972909305714
62,100.0460111865897
63,102.75483283062874
64,101.01735567398643
65,100.31531789711596
66,100.757131672546
67,100.32098668635744
68,96.71388808129448
69,103.08698835314948
70,97.65990710835595
71,101.91513780471494
72,97.63774371027824
73,97.08282272113121
74,102.19496677634645
75,103.00973921164046
76,101.39906696618503
77,102.70402465907692
78,98.58027737798568
79,103.91056399965542
80,99.27516811090968
81,100.38970027930215
82,99.58593378952871
83,104.26643748032883
84,95.75553659278499
85,95.92394174071629
86,101.86342422927254
87,98.18442903851084
88,101.49716299010278
89,99.9160401505848
90,98.51501847706261
91,100.77469814548346
92,103.68142086427521
93,101.27794674359488
94,101.58426222916016
95,102.92246003852043
96,98.91572657518655
97,101.5682161592003
98,100.96427945554738
99,97.40792165767272
