time,thrust
0,98.14101486137126
1,100.30760181434815
2,100.88074089604231
3,97.44669410732561
4,98.73079430967816
5,98.87793380409704
6,100.60028109250405
7,97.85990522450551
8,102.06167284936036
9,103.12368312809214
10,97.95094337427189
11,99.06140841416035
12,99.23191522454677
13,100.42463435378995
14,99.83684940752069
15,102.9215469951312
16,100.81105575782082
17,98.59694592970908
18,99.01461934270388
19,96.8776126702294
20,102.46639257247247
21,99.80051840437969
22,103.53023295248353
23,96.71817617523521
24,100.6796565197504
25,99.11090799180192
26,99.84187580256705
27,100.70458945034827
28,99.71045718032754
29,101.05489933972086
30,99.61935472430187
31,101.93061720950699
32,99.96346535102603
33,95.86614781798474
34,99.63342215964217
35,101.20727252310968
36,99.6199855981844
37,99.31065777403317
38,100.44005317237703
39,101.57301659531602
40,97.27255853550844
41,97.30431639994656
42,97.18034710987065
43,99.75691505303324
44,100.70819641658953
45,102.64479103509727
46,101.28056525947147
47,98.20602537368906
48,97.27973016849062
49,101.87056619932602
50,100.90960099142089
51,102.11266066814883
52,102.62695076284898
53,102.4796405964145
54,102.25255726593223
55,102.62053746074922
56,98.24775491453083
57,95.30441555329958
58,98.262743303536
59,100.11467304921153
60,100.64309170507934
61,98.45235768975388
62,99.78419636095174
63,101.70749386295509
64,102.97611523251568
65,101.54336960494896
66,99.91522735227254
67,96.23894620124595
68,100.78871603397067
69,102.02431918011106
70,102.54429354437586
71,103.52707433193211
72,100.21755580491815
73,101.38826882919665
74,100.02064829567244
75,98.83535713382435
76,101.68824870217779
77,100.18055181853612
78,103.04240490705243
79,96.40991508412158
80,100.12685278812857
81,104.06822592035216
82,98.79082278962157
83,100.3824876224474
84,102.10644283996665
85,102.1934759243655
86,98.6070857807994
87,99.32155778368269
88,95.97098739644218
89,101.38817480037223
90,100.1794047724046
91,100.06177339560008
92,97.46160008313217
93,99.09481346454359
94,98.76878745269865
95,102.64226381473213
96,97.61330801388294
97,99.98159168504459
98,100.69992532528963
99,99.47331050963345
