time,thrust
0,102.32801709239968
1,99.4669987110061
2,97.55904642011984
3,102.47309520085062
4,101.23672621442992
5,99.12288662301846
6,101.72832015435556
7,101.73745771352553
8,100.92244538675708
9,103.29681676523269
10,101.17806453517017
11,103.80042915874849
12,97.36844975772259
13,99.96249489897302
14,102.72580883875584
15,100.40801989769082
16,98.70434573925557
17,99.19297364121495
18,99.25397397499742
19,98.33165819341704
20,98.94674297756652
21,99.26512450040029
22,99.17440968575184
23,104.11411864558126
24,99.13732955514435
25,100.56513170242826
26,100.44340660226784
27,100.27153796784619
28,98.50576416781897
29,98.87987625053287
30,99.15184216579074
31,104.15613584593697
32,101.99097407308584
33,99.84396257918841
34,99.31232037719168
35,99.13946352644781
36,101.40978364870631
37,97.58474996598464
38,101.99490278047983
39,100.98500845484318
40,98.36028609971797
41,100.20080289226655
42,97.98719521414276
43,99.23279158804453
44,102.36852816195912
45,98.27449474490061
46,103.38497209545508
47,-0.7570045591623048
48,-5.413842750314877
49,-0.42308660642603335
50,2.4524091606216967
51,2.534918545658194
52,-0.4575062956650427
53,-2.135823945195688
54,1.6967758501007446
55,1.9651069694658485
56,-1.5881674344448826
57,-0.1514064085223166
58,0.005972378407019915
59,-3.040821728751438
60,-2.3566720606157836
61,1.3926489405540534
62,-3.824198420287102
63,2.4509685769307445
64,3.498670998512287
65,0.4315155198091299
66,-1.4372597025046583
67,1.6642761042401866
68,-1.476535993236929
69,0.9001389335820914
70,-2.333876686020424
71,1.400002175676757
72,-1.0086718453823826
73,1.4489893257613788
74,0.11005375218092724
75,-0.3614689360939295
76,-2.126268275545009
77,0.0526011881060425
78,0.4278247011711542
79,4.212244000448751
80,-0.035233216119835535
81,-1.9692991487549387
82,-3.4953114251538113
83,-0.15513710997656738
84,-2.2141005648954555
85,2.421568611635551
86,1.0868338337029981
87,3.0823985208648548
88,-0.19565174738886523
89,-1.279445817311353
90,-0.3448882557307144
91,0.06567195220028603
92,-0.5503965066760887
93,2.031010649317624
94,2.0915822325110955
95,-2.0887602129159966
96,-2.517526146419027
97,2.0195801859809395
98,-2.5403198947247434
99,-0.405471482047974
