time,thrust
0,99.96451586801685
1,104.22486553026413
2,100.30279856765954
3,98.56000424082332
4,100.86836715732369
5,102.67816588181255
6,99.678141907326
7,99.63710363834038
8,101.97233019826726
9,99.54001512554305
10,103.21076633319939
11,98.704174825931
12,100.98587161887473
13,96.63432621788905
14,94.21919542220778
15,96.06343801053768
16,101.92587681587635
17,101.7219226082102
18,100.10968578336669
19,99.3534061286614
20,102.2274142053904
21,97.17694324026257
22,101.64194197137539
23,99.8073958201072
24,99.43570992212759
25,102.28866863381757
26,98.73950302416054
27,96.4311662014969
28,102.6355492776798
29,99.27479224242929
30,99.35876440732898
31,100.64871180901402
32,100.37995215516672
33,98.47337235231467
34,98.53667340358196
35,100.67685410715512
36,99.55248615344668
37,98.4454296207086
38,98.61548707293322
39,100.22858822318712
40,99.42325212085794
41,98.0615137347971
42,100.18873751370475
43,101.49095275040246
44,96.01501627842953
45,101.3175516041808
46,100.52538239083451
47,100.48093309595524
48,103.36342389168314
49,102.60323028174534
50,99.02670113070212
51,99.20507721111699
52,100.87288357534703
53,94.84969848284632
54,99.6305496028004
55,102.6212343909048
56,101.97996549430907
57,99.52770940696458
58,96.92107403699553
59,99.02506516984954
60,99.65880505795018
61,102.3576306696502
62,101.79522315580489
63,101.70949318590712
64,95.53167074432113
65,98.5175621160866
66,102.40321758288455
67,99.91437598010364
68,97.75080015363646
69,100.12030014376208
70,99.89564631773055
71,98.50425013892543
72,99.53831404052721
73,97.54670212177841
74,101.07098265679059
75,99.91157322692574
76,99.90467638675509
77,100.3392770560568
78,97.12558452333914
79,98.98172622070608
80,101.44309327621633
81,99.94500781467934
82,97.53830907054366
83,100.21253037546691
84,100.71725104459553
85,103.98602994424951
86,101.5622852347436
87,100.67957688478202
88,100.69994212101506
89,96.29270117448795
90,103.10085953717699
91,100.71665010321172
92,99.38153199042539
93,99.68249172253783
94,100.72601930789892
95,96.19149204933616
96,103.0003346477382
97,101.15175432269388
98,102.9400400812097
99,103.53455131830677
