time,thrust,pressure,fuel_flow
0,0.020511384027895183,0.0,0.006929671715992446
1,12.841135403687385,16.55085621476345,0.8311505729089633
2,22.237484476550907,27.9163554280678,1.4032671985441403
3,35.64233179984316,44.32587419749912,2.210410688420738
4,48.795269042390814,61.39873053206678,3.0684841957773874
5,59.67577640178286,74.21966696411813,3.7253184545058793
6,71.07379554563693,89.05571068512477,4.452990785476383
7,83.22539730181241,104.20912091364441,5.2060236920268235
8,95.40618363657096,119.25989958625354,5.984346748397067
9,109.81834555115216,137.40817260638772,6.877368923083981
10,119.8595094676763,150.0482485986318,7.496558852161887
11,120.92751680874842,151.51394019466125,7.584240318466323
12,120.04560162859056,150.03031256325895,7.484251290297662
13,120.90360330830855,151.17095337749348,7.56453310623337
14,121.18605008937318,151.6679834841171,7.578123575743138
15,118.77036906989612,148.2590562245009,7.409004485497003
16,120.15499784796829,149.97931758693062,7.493391402626943
17,122.08240281220488,152.66747461100752,7.620113296672038
18,119.49902056276287,149.46443412270327,7.476776334475444
19,115.82482491804261,144.68736095250446,7.238048547702998
20,113.37776787165596,141.53601237780626,7.086069180949184
21,120.26899546365551,150.34691733542115,7.50586984561759
22,120.04074702769317,150.05489050496453,7.487436416003904
23,120.44983277802861,150.51164289965945,7.540796225813283
24,121.56048787091673,151.8771761401685,7.5931748070192935
25,117.25647088376898,146.6819439739668,7.324407195960149
26,119.78424360545513,149.5312922182749,7.473511687812526
27,121.57832718170665,151.4750902262245,7.565880862750013
28,118.28539616142334,147.53786121850132,7.371634398523033
29,121.05895542027947,151.79701311375618,7.589176682165869
30,118.10093033609184,147.87080134761916,7.4059975474588295
31,119.46202653784316,148.8346547791527,7.428687935210382
32,121.02852924874759,151.2142981270642,7.5700764198022865
33,119.09735447434326,148.58004399523946,7.424570044197295
34,120.05727069062239,150.4252155668625,7.498866104621623
35,118.86599194866248,148.38529227000922,7.443805642758809
36,121.55024236072012,151.76917262594478,7.573456974143566
37,120.4851802210214,150.36488976446046,7.523227605044246
38,120.82901605759776,150.80174669049472,7.543773700710337
39,119.03257427239096,149.12529176047968,7.459161952567919
40,120.27601002277903,150.02446748637578,7.495659262907833
41,120.08386060728903,149.62812483585756,7.460874859896356
42,122.83555676438654,153.67604007179725,7.68723933714525
43,120.01347941977457,150.16085109055237,7.5021179312775175
44,119.74345385374086,149.66641191836138,7.488900764339533
45,119.9211984243884,150.14326055708884,7.493673037743467
46,119.16238884924432,149.37996498641118,7.465508608079112
47,120.23142385965888,150.0551461137516,7.498793429324047
48,118.03958519448734,147.69249533344683,7.375699698460577
49,118.18664424808968,147.29869168534677,7.351060872655489
50,119.20420366841641,148.94483286642566,7.440133840463856
51,119.22637362183583,149.089897804208,7.453723709388381
52,120.88161591684033,151.21419165718532,7.556641259490017
53,118.81605818125323,148.8035684170296,7.451574574575326
54,119.9149625599994,150.18072854802966,7.5016038362970585
55,117.99570182894766,147.3476239038215,7.356312168044402
56,118.10936175722723,147.31359007671034,7.375531478714469
57,120.79549103913496,151.13328624157458,7.5443125977177585
58,117.65393989378563,147.28319985296773,7.365030212995669
59,119.6667358546529,149.21647251080196,7.468263614065197
60,117.7149036314115,147.4281163310408,7.374038557958962
61,121.30982604777556,151.49767382944916,7.5811289837059945
62,119.8332214181105,149.60346407167916,7.489746218103161
63,118.66890024215347,148.31578499586357,7.415727923300838
64,121.69887845378193,152.28293587587171,7.633315230600654
65,121.1730704523802,151.16234610572866,7.565694231238173
66,119.13828831804048,148.92649196111705,7.435251478409044
67,118.78996076922932,148.56685913631995,7.436249183466739
68,117.97256067144659,147.01291386779678,7.334350630884058
69,119.63408974117645,149.51294904810575,7.468157168262648
70,119.03455824684971,148.59905393075252,7.432760074831756
71,119.20685875826193,149.03137544708378,7.455575514757876
72,120.03514416164026,149.5485139228148,7.47167647164755
73,105.91490721008198,132.13848998667967,6.611270297875332
74,85.9871281599884,107.49843057279756,5.381587053073531
75,68.62762806502792,85.97857619849302,4.3086779962355575
76,48.40643683276791,60.36499943893243,3.01985258716532
77,33.406395407522105,41.47719903362386,2.0643195944827077
78,18.16833267228596,22.879301771214745,1.1351110322448628
79,0.0,0.0,0.0
