time,thrust,pressure,fuel_flow
0,0.12107779065565379,0.0,0.0
1,13.093109545293883,16.531054501146762,0.8229846541628045
2,24.01836653977665,30.125079013181036,1.476650493310245
3,35.7955441417355,44.535736820149296,2.2333333757426046
4,47.837764911048126,60.10093421347971,3.0019862208091666
5,58.361161835298006,73.1796578250716,3.667930473159571
6,72.03685413737203,89.95910311926637,4.502840443690394
7,83.0663034182416,104.25606592876964,5.216406372694534
8,94.4041677229104,117.92455651380975,5.907876722785432
9,107.70506237679716,134.43975950697998,6.710315259998524
10,119.75640848197415,150.4426331530022,7.52724501079263
11,119.03103390077703,148.88679052373283,7.45124507383245
12,126.24450817139328,157.89017898548002,7.884876646822882
13,120.45348382558868,150.57672825608736,7.5370857756845195
14,121.83926882782286,152.50516976164093,7.60568164627331
15,121.2804468998073,151.84613439471318,7.602633473342183
16,117.79717634882518,147.13216864550998,7.369626262711422
17,121.04026084818224,151.33788396089628,7.551213546239637
18,119.27264801196785,149.15640694869705,7.457979156616481
19,119.72768561753402,149.4311547438768,7.473354905264549
20,119.90205301096252,149.7450328756234,7.492491929381794
21,120.14355847703686,149.98846873594013,7.52866667902632
22,119.54651181037451,149.21114706446485,7.469124969452786
23,120.2881125444797,150.16541273691143,7.510540309537362
24,119.03452348517897,148.88398007933407,7.443591289114327
25,119.55972533853293,149.47781467352902,7.474280596121862
26,121.96245102566581,152.3881220382223,7.63122288163368
27,118.91079886162241,148.09917228750766,7.414656834335212
28,121.148131672359,151.31831361034529,7.564719295719701
29,119.7551800412468,149.72029375911788,7.484725513717827
30,120.89082402567607,150.90081226601893,7.552601623976516
31,118.7183379988181,148.49668485689605,7.437470926169911
32,1.7715313500249765,2.3502727389109874,0.1230202474065003
33,1.223966939194305,2.063842389358065,0.09440957704046946
34,0.9342629379130851,1.0484180879776568,0.052880653558846004
35,0.0,0.0,0.006931588876606612
36,0.04217335759774718,0.0,0.0
37,0.18481959854006208,0.3316851221630986,0.02100643773942638
38,1.134983654539103,1.2203784400220319,0.057031242371663154
39,1.0590175165693265,1.6109666714219684,0.08683913003321472
40,1.2288621449063828,1.7620097554798448,0.078530042884524
41,0.0,0.09539111551017282,0.0
42,0.13585966602540187,0.0,0.0
43,0.07946218647083997,0.4554777248524894,0.025861984551500124
44,0.10130477717210529,0.0,0.0017748125899961756
45,1.106368046054333,1.2841076681003525,0.058046407758229994
46,0.2615147748501587,0.5383759682125542,0.02987709842530253
47,0.7025289131011722,1.2228962567301527,0.08275955782998651
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,1.861887220490279,2.332974167333123,0.1108002457483292
52,0.0,0.0,0.0014269657108893627
53,0.22344579175893814,0.0,0.0
54,0.1791653297277667,0.2503860285639935,0.0
55,0.1351390667461797,0.20229654590812196,0.006228726847734642
56,0.8800727500198019,1.2102470482708674,0.05918850475284278
57,0.42842408053138226,0.7898938073418201,0.05226771505503708
58,1.791459641937435,2.2252890216543713,0.11275882382529338
59,0.35528624489550414,0.540184542538385,0.046390703483744605
60,0.7974003799714423,0.8891061449478233,0.04501034399115833
61,0.3923518858747539,0.6389874867421607,0.0233861177213771
62,1.7141035934884987,2.152137119899468,0.09915561886269475
63,0.6787821688056126,0.9480349593539323,0.04074434002923609
64,2.7916826538519817,2.937929340525387,0.1417464256548474
65,1.8863732638698887,2.3017856333480275,0.10480158786766043
66,0.0,0.0,0.0007633024566338531
67,0.10320488460848323,0.0,0.006918568323644577
68,0.9192154747211287,1.3614264100206936,0.09438758182821766
69,0.0,0.0,0.0020161457151438513
70,0.06714973888991466,0.13976749776783082,0.0012887923785600457
71,1.152282998058024,1.2857863952264519,0.061986124552574934
72,0.0,0.0,0.012849605135440163
73,2.5038944949035207,2.8876986321212086,0.15206769705871084
74,0.41308255494560553,0.28811027791692,0.01621649020726024
75,0.0,0.0,0.0062722897306539665
76,0.9592164320195353,0.9698855022811175,0.04239153388680067
77,0.31304536123445403,0.7832277466841073,0.04296413984449473
78,0.9581668891970248,1.2055437505388502,0.07070231391548108
79,1.6375842871024062,2.017182834256827,0.09145452338209219
80,4.592697972343614,5.3003166613207435,0.27026098803118237
81,0.0,0.06485398650644203,0.00966604589368949
82,0.0,0.0,0.0
